,uf_sigla,cod_regsaud,regiao_saude,ano,mes,quantidade,ano_mes
1281,GO,52013,São Patrício I,2016,07,193,2016-07
1282,GO,52007,Nordeste II,2016,07,97,2016-07
1283,GO,52014,Serra da Mesa,2016,07,113,2016-07
1284,GO,52016,Sudoeste II,2016,07,268,2016-07
1285,GO,52006,Nordeste I,2016,07,47,2016-07
1286,GO,52004,Entorno Sul,2016,07,1075,2016-07
1287,GO,52012,Rio Vermelho,2016,07,199,2016-07
1288,GO,52015,Sudoeste I,2016,07,514,2016-07
1289,GO,52011,Pirineus,2016,07,653,2016-07
1290,GO,52010,Oeste II,2016,07,128,2016-07
1291,GO,52005,Estrada de Ferro,2016,07,344,2016-07
1292,GO,52018,São Patrício II,2016,07,176,2016-07
1293,GO,52017,Sul,2016,07,255,2016-07
1294,GO,52009,Oeste I,2016,07,119,2016-07
1295,GO,52013,São Patrício I,2016,06,175,2016-06
1296,GO,52008,Norte,2016,06,147,2016-06
1297,GO,52003,Entorno Norte,2016,06,322,2016-06
1298,GO,52005,Estrada de Ferro,2016,06,332,2016-06
1299,GO,52016,Sudoeste II,2016,06,301,2016-06
1300,GO,52014,Serra da Mesa,2016,06,111,2016-06
1301,GO,52018,São Patrício II,2016,06,204,2016-06
1302,GO,52004,Entorno Sul,2016,06,1068,2016-06
1303,GO,52015,Sudoeste I,2016,06,568,2016-06
1304,GO,52011,Pirineus,2016,06,649,2016-06
1305,GO,52006,Nordeste I,2016,06,62,2016-06
1306,GO,52002,Centro Sul,2016,06,1088,2016-06
1307,GO,52009,Oeste I,2016,06,94,2016-06
1308,GO,52007,Nordeste II,2016,06,108,2016-06
1309,GO,52012,Rio Vermelho,2016,06,219,2016-06
1310,GO,52017,Sul,2016,06,280,2016-06
1311,GO,52010,Oeste II,2016,06,123,2016-06
1312,GO,52001,Central,2016,06,2299,2016-06
1313,GO,52016,Sudoeste II,2016,05,313,2016-05
1314,GO,52003,Entorno Norte,2016,05,364,2016-05
1315,GO,52007,Nordeste II,2016,05,110,2016-05
1316,GO,52002,Centro Sul,2016,05,1182,2016-05
1317,GO,52014,Serra da Mesa,2016,05,159,2016-05
1318,GO,52018,São Patrício II,2016,05,224,2016-05
1319,GO,52013,São Patrício I,2016,05,190,2016-05
1320,GO,52009,Oeste I,2016,05,97,2016-05
1321,GO,52005,Estrada de Ferro,2016,05,373,2016-05
1322,GO,52015,Sudoeste I,2016,05,559,2016-05
1323,GO,52012,Rio Vermelho,2016,05,221,2016-05
1324,GO,52011,Pirineus,2016,05,688,2016-05
1325,GO,52010,Oeste II,2016,05,134,2016-05
1326,GO,52006,Nordeste I,2016,05,62,2016-05
1327,GO,52001,Central,2016,05,2509,2016-05
1328,GO,52017,Sul,2016,05,314,2016-05
1329,GO,52008,Norte,2016,05,174,2016-05
1330,GO,52004,Entorno Sul,2016,05,1128,2016-05
1331,GO,52015,Sudoeste I,2016,04,545,2016-04
1332,GO,52007,Nordeste II,2016,04,88,2016-04
1333,GO,52016,Sudoeste II,2016,04,299,2016-04
1334,GO,52010,Oeste II,2016,04,121,2016-04
1335,GO,52006,Nordeste I,2016,04,52,2016-04
1336,GO,52002,Centro Sul,2016,04,1206,2016-04
1337,GO,52017,Sul,2016,04,304,2016-04
1338,GO,52001,Central,2016,04,2389,2016-04
1339,GO,52014,Serra da Mesa,2016,04,124,2016-04
1340,GO,52011,Pirineus,2016,04,683,2016-04
1341,GO,52004,Entorno Sul,2016,04,1108,2016-04
1342,GO,52009,Oeste I,2016,04,129,2016-04
1343,GO,52008,Norte,2016,04,173,2016-04
1344,GO,52018,São Patrício II,2016,04,189,2016-04
1345,GO,52013,São Patrício I,2016,04,190,2016-04
1346,GO,52012,Rio Vermelho,2016,04,224,2016-04
1347,GO,52003,Entorno Norte,2016,04,355,2016-04
1348,GO,52005,Estrada de Ferro,2016,04,337,2016-04
1349,GO,52017,Sul,2016,03,301,2016-03
1350,GO,52011,Pirineus,2016,03,703,2016-03
1351,GO,52003,Entorno Norte,2016,03,379,2016-03
1352,GO,52004,Entorno Sul,2016,03,1175,2016-03
1353,GO,52018,São Patrício II,2016,03,226,2016-03
1354,GO,52001,Central,2016,03,2541,2016-03
1355,GO,52008,Norte,2016,03,155,2016-03
1356,GO,52010,Oeste II,2016,03,124,2016-03
1357,GO,52015,Sudoeste I,2016,03,594,2016-03
1358,GO,52007,Nordeste II,2016,03,121,2016-03
1359,GO,52005,Estrada de Ferro,2016,03,413,2016-03
1360,GO,52016,Sudoeste II,2016,03,322,2016-03
1361,GO,52009,Oeste I,2016,03,134,2016-03
1362,GO,52002,Centro Sul,2016,03,1223,2016-03
1363,GO,52013,São Patrício I,2016,03,200,2016-03
1364,GO,52012,Rio Vermelho,2016,03,251,2016-03
1365,GO,52014,Serra da Mesa,2016,03,160,2016-03
1366,GO,52006,Nordeste I,2016,03,61,2016-03
1367,GO,52006,Nordeste I,2016,02,59,2016-02
1368,GO,52013,São Patrício I,2016,02,170,2016-02
1369,GO,52012,Rio Vermelho,2016,02,201,2016-02
1370,GO,52014,Serra da Mesa,2016,02,129,2016-02
1371,GO,52001,Central,2016,02,2255,2016-02
1372,GO,52007,Nordeste II,2016,02,100,2016-02
1373,GO,52002,Centro Sul,2016,02,1146,2016-02
1374,GO,52008,Norte,2016,02,142,2016-02
1375,GO,52011,Pirineus,2016,02,651,2016-02
1376,GO,52005,Estrada de Ferro,2016,02,323,2016-02
1377,GO,52003,Entorno Norte,2016,02,308,2016-02
1378,GO,52004,Entorno Sul,2016,02,1067,2016-02
1379,GO,52017,Sul,2016,02,293,2016-02
1380,GO,52015,Sudoeste I,2016,02,542,2016-02
1381,GO,52010,Oeste II,2016,02,118,2016-02
1382,GO,52016,Sudoeste II,2016,02,281,2016-02
1383,GO,52018,São Patrício II,2016,02,190,2016-02
1384,GO,52009,Oeste I,2016,02,126,2016-02
1385,GO,52013,São Patrício I,2016,01,155,2016-01
1386,GO,52018,São Patrício II,2016,01,185,2016-01
1387,GO,52009,Oeste I,2016,01,104,2016-01
1388,GO,52002,Centro Sul,2016,01,1047,2016-01
1389,GO,52001,Central,2016,01,2215,2016-01
1390,GO,52017,Sul,2016,01,287,2016-01
1391,GO,52006,Nordeste I,2016,01,49,2016-01
1392,GO,52005,Estrada de Ferro,2016,01,353,2016-01
1393,GO,52016,Sudoeste II,2016,01,274,2016-01
1394,GO,52012,Rio Vermelho,2016,01,202,2016-01
1395,GO,52014,Serra da Mesa,2016,01,139,2016-01
1396,GO,52007,Nordeste II,2016,01,111,2016-01
1397,GO,52015,Sudoeste I,2016,01,514,2016-01
1398,GO,52011,Pirineus,2016,01,681,2016-01
1399,GO,52003,Entorno Norte,2016,01,312,2016-01
1400,GO,52010,Oeste II,2016,01,93,2016-01
1401,GO,52008,Norte,2016,01,150,2016-01
1402,GO,52004,Entorno Sul,2016,01,1118,2016-01
1403,GO,52013,São Patrício I,2015,12,194,2015-12
1404,GO,52004,Entorno Sul,2015,12,1071,2015-12
1405,GO,52009,Oeste I,2015,12,118,2015-12
1406,GO,52016,Sudoeste II,2015,12,324,2015-12
1407,GO,52017,Sul,2015,12,298,2015-12
1408,GO,52012,Rio Vermelho,2015,12,216,2015-12
1409,GO,52001,Central,2015,12,2293,2015-12
1410,GO,52018,São Patrício II,2015,12,212,2015-12
1411,GO,52008,Norte,2015,12,175,2015-12
1412,GO,52007,Nordeste II,2015,12,111,2015-12
1413,GO,52010,Oeste II,2015,12,120,2015-12
1414,GO,52015,Sudoeste I,2015,12,511,2015-12
1415,GO,52003,Entorno Norte,2015,12,341,2015-12
1416,GO,52011,Pirineus,2015,12,706,2015-12
1417,GO,52005,Estrada de Ferro,2015,12,358,2015-12
1418,GO,52006,Nordeste I,2015,12,60,2015-12
1419,GO,52014,Serra da Mesa,2015,12,142,2015-12
1420,GO,52002,Centro Sul,2015,12,1136,2015-12
1421,GO,52001,Central,2015,11,2169,2015-11
1422,GO,52011,Pirineus,2015,11,672,2015-11
1423,GO,52003,Entorno Norte,2015,11,306,2015-11
1424,GO,52008,Norte,2015,11,150,2015-11
1425,GO,52015,Sudoeste I,2015,11,507,2015-11
1426,GO,52010,Oeste II,2015,11,110,2015-11
1427,GO,52016,Sudoeste II,2015,11,242,2015-11
1428,GO,52004,Entorno Sul,2015,11,1119,2015-11
1429,GO,52009,Oeste I,2015,11,102,2015-11
1430,GO,52013,São Patrício I,2015,11,183,2015-11
1431,GO,52012,Rio Vermelho,2015,11,191,2015-11
1432,GO,52014,Serra da Mesa,2015,11,124,2015-11
1433,GO,52017,Sul,2015,11,262,2015-11
1434,GO,52005,Estrada de Ferro,2015,11,331,2015-11
1435,GO,52006,Nordeste I,2015,11,52,2015-11
1436,GO,52018,São Patrício II,2015,11,192,2015-11
1437,GO,52007,Nordeste II,2015,11,113,2015-11
1438,GO,52002,Centro Sul,2015,11,1098,2015-11
1439,GO,52002,Centro Sul,2015,10,1078,2015-10
1440,GO,52014,Serra da Mesa,2015,10,125,2015-10
1441,GO,52008,Norte,2015,10,152,2015-10
1442,GO,52007,Nordeste II,2015,10,107,2015-10
1443,GO,52010,Oeste II,2015,10,101,2015-10
1444,GO,52016,Sudoeste II,2015,10,276,2015-10
1445,GO,52011,Pirineus,2015,10,653,2015-10
1446,GO,52013,São Patrício I,2015,10,171,2015-10
1447,GO,52009,Oeste I,2015,10,111,2015-10
1448,GO,52018,São Patrício II,2015,10,199,2015-10
1449,GO,52003,Entorno Norte,2015,10,346,2015-10
1450,GO,52015,Sudoeste I,2015,10,499,2015-10
1451,GO,52006,Nordeste I,2015,10,61,2015-10
1452,GO,52004,Entorno Sul,2015,10,1036,2015-10
1453,GO,52005,Estrada de Ferro,2015,10,313,2015-10
1454,GO,52017,Sul,2015,10,242,2015-10
1455,GO,52012,Rio Vermelho,2015,10,197,2015-10
1456,GO,52001,Central,2015,10,2355,2015-10
1457,GO,52002,Centro Sul,2015,09,1116,2015-09
1458,GO,52016,Sudoeste II,2015,09,274,2015-09
1459,GO,52012,Rio Vermelho,2015,09,206,2015-09
1460,GO,52010,Oeste II,2015,09,117,2015-09
1461,GO,52015,Sudoeste I,2015,09,527,2015-09
1462,GO,52004,Entorno Sul,2015,09,1166,2015-09
1463,GO,52018,São Patrício II,2015,09,222,2015-09
1464,GO,52011,Pirineus,2015,09,691,2015-09
1465,GO,52006,Nordeste I,2015,09,67,2015-09
1466,GO,52008,Norte,2015,09,173,2015-09
1467,GO,52013,São Patrício I,2015,09,198,2015-09
1468,GO,52017,Sul,2015,09,286,2015-09
1469,GO,52009,Oeste I,2015,09,105,2015-09
1470,GO,52014,Serra da Mesa,2015,09,149,2015-09
1471,GO,52001,Central,2015,09,2411,2015-09
1472,GO,52007,Nordeste II,2015,09,139,2015-09
1473,GO,52003,Entorno Norte,2015,09,328,2015-09
1474,GO,52005,Estrada de Ferro,2015,09,336,2015-09
1475,GO,52003,Entorno Norte,2015,08,319,2015-08
1476,GO,52005,Estrada de Ferro,2015,08,350,2015-08
1477,GO,52013,São Patrício I,2015,08,206,2015-08
1478,GO,52006,Nordeste I,2015,08,68,2015-08
1479,GO,52016,Sudoeste II,2015,08,292,2015-08
1480,GO,52007,Nordeste II,2015,08,114,2015-08
1481,GO,52018,São Patrício II,2015,08,184,2015-08
1482,GO,52001,Central,2015,08,2358,2015-08
1483,GO,52010,Oeste II,2015,08,98,2015-08
1484,GO,52017,Sul,2015,08,280,2015-08
1485,GO,52015,Sudoeste I,2015,08,537,2015-08
1486,GO,52002,Centro Sul,2015,08,1113,2015-08
1487,GO,52014,Serra da Mesa,2015,08,140,2015-08
1488,GO,52008,Norte,2015,08,157,2015-08
1489,GO,52011,Pirineus,2015,08,612,2015-08
1490,GO,52012,Rio Vermelho,2015,08,207,2015-08
1491,GO,52004,Entorno Sul,2015,08,1167,2015-08
1492,GO,52009,Oeste I,2015,08,97,2015-08
1493,GO,52014,Serra da Mesa,2015,07,128,2015-07
1494,GO,52004,Entorno Sul,2015,07,1101,2015-07
1495,GO,52018,São Patrício II,2015,07,221,2015-07
1496,GO,52013,São Patrício I,2015,07,174,2015-07
1497,GO,52007,Nordeste II,2015,07,111,2015-07
1498,GO,52017,Sul,2015,07,279,2015-07
1499,GO,52009,Oeste I,2015,07,122,2015-07
1500,GO,52011,Pirineus,2015,07,674,2015-07
1501,GO,52006,Nordeste I,2015,07,60,2015-07
1502,GO,52005,Estrada de Ferro,2015,07,333,2015-07
1503,GO,52012,Rio Vermelho,2015,07,218,2015-07
1504,GO,52002,Centro Sul,2015,07,1152,2015-07
1505,GO,52001,Central,2015,07,2340,2015-07
1506,GO,52016,Sudoeste II,2015,07,250,2015-07
1507,GO,52010,Oeste II,2015,07,120,2015-07
1508,GO,52015,Sudoeste I,2015,07,551,2015-07
1509,GO,52008,Norte,2015,07,160,2015-07
1510,GO,52003,Entorno Norte,2015,07,325,2015-07
1511,GO,52005,Estrada de Ferro,2015,06,308,2015-06
1512,GO,52014,Serra da Mesa,2015,06,132,2015-06
1513,GO,52006,Nordeste I,2015,06,57,2015-06
1514,GO,52016,Sudoeste II,2015,06,241,2015-06
1515,GO,52018,São Patrício II,2015,06,178,2015-06
1516,GO,52009,Oeste I,2015,06,99,2015-06
1517,GO,52003,Entorno Norte,2015,06,372,2015-06
1518,GO,52004,Entorno Sul,2015,06,1184,2015-06
1519,GO,52017,Sul,2015,06,297,2015-06
1520,GO,52012,Rio Vermelho,2015,06,216,2015-06
1521,GO,52007,Nordeste II,2015,06,128,2015-06
1522,GO,52002,Centro Sul,2015,06,1137,2015-06
1523,GO,52008,Norte,2015,06,179,2015-06
1524,GO,52010,Oeste II,2015,06,101,2015-06
1525,GO,52013,São Patrício I,2015,06,166,2015-06
1526,GO,52011,Pirineus,2015,06,642,2015-06
1527,GO,52015,Sudoeste I,2015,06,528,2015-06
1528,GO,52001,Central,2015,06,2283,2015-06
1529,GO,52015,Sudoeste I,2015,05,576,2015-05
1530,GO,52010,Oeste II,2015,05,125,2015-05
1531,GO,52008,Norte,2015,05,183,2015-05
1532,GO,52001,Central,2015,05,2445,2015-05
1533,GO,52013,São Patrício I,2015,05,182,2015-05
1534,GO,52018,São Patrício II,2015,05,211,2015-05
1535,GO,52012,Rio Vermelho,2015,05,219,2015-05
1536,GO,52017,Sul,2015,05,309,2015-05
1537,GO,52014,Serra da Mesa,2015,05,162,2015-05
1538,GO,52006,Nordeste I,2015,05,64,2015-05
1539,GO,52016,Sudoeste II,2015,05,274,2015-05
1540,GO,52003,Entorno Norte,2015,05,384,2015-05
1541,GO,52009,Oeste I,2015,05,124,2015-05
1542,GO,52011,Pirineus,2015,05,678,2015-05
1543,GO,52002,Centro Sul,2015,05,1189,2015-05
1544,GO,52005,Estrada de Ferro,2015,05,359,2015-05
1545,GO,52004,Entorno Sul,2015,05,1196,2015-05
1546,GO,52007,Nordeste II,2015,05,143,2015-05
1547,GO,52012,Rio Vermelho,2015,04,231,2015-04
1548,GO,52004,Entorno Sul,2015,04,1173,2015-04
1549,GO,52008,Norte,2015,04,186,2015-04
1550,GO,52013,São Patrício I,2015,04,180,2015-04
1551,GO,52003,Entorno Norte,2015,04,314,2015-04
1552,GO,52009,Oeste I,2015,04,151,2015-04
1553,GO,52005,Estrada de Ferro,2015,04,365,2015-04
1554,GO,52011,Pirineus,2015,04,706,2015-04
1555,GO,52016,Sudoeste II,2015,04,281,2015-04
1556,GO,52006,Nordeste I,2015,04,77,2015-04
1557,GO,52002,Centro Sul,2015,04,1224,2015-04
1558,GO,52015,Sudoeste I,2015,04,585,2015-04
1559,GO,52007,Nordeste II,2015,04,106,2015-04
1560,GO,52014,Serra da Mesa,2015,04,150,2015-04
1561,GO,52018,São Patrício II,2015,04,206,2015-04
1562,GO,52010,Oeste II,2015,04,121,2015-04
1563,GO,52001,Central,2015,04,2567,2015-04
1564,GO,52017,Sul,2015,04,302,2015-04
1565,GO,52008,Norte,2015,03,175,2015-03
1566,GO,52014,Serra da Mesa,2015,03,129,2015-03
1567,GO,52015,Sudoeste I,2015,03,567,2015-03
1568,GO,52009,Oeste I,2015,03,139,2015-03
1569,GO,52017,Sul,2015,03,308,2015-03
1570,GO,52012,Rio Vermelho,2015,03,247,2015-03
1571,GO,52018,São Patrício II,2015,03,209,2015-03
1572,GO,52016,Sudoeste II,2015,03,342,2015-03
1573,GO,52006,Nordeste I,2015,03,70,2015-03
1574,GO,52003,Entorno Norte,2015,03,390,2015-03
1575,GO,52001,Central,2015,03,2575,2015-03
1576,GO,52007,Nordeste II,2015,03,126,2015-03
1577,GO,52005,Estrada de Ferro,2015,03,364,2015-03
1578,GO,52002,Centro Sul,2015,03,1285,2015-03
1579,GO,52004,Entorno Sul,2015,03,1216,2015-03
1580,GO,52011,Pirineus,2015,03,719,2015-03
1581,GO,52010,Oeste II,2015,03,121,2015-03
1582,GO,52013,São Patrício I,2015,03,210,2015-03
1583,GO,52006,Nordeste I,2015,02,58,2015-02
1584,GO,52001,Central,2015,02,2236,2015-02
1585,GO,52013,São Patrício I,2015,02,180,2015-02
1586,GO,52011,Pirineus,2015,02,613,2015-02
1587,GO,52016,Sudoeste II,2015,02,288,2015-02
1588,GO,52017,Sul,2015,02,256,2015-02
1589,GO,52009,Oeste I,2015,02,111,2015-02
1590,GO,52002,Centro Sul,2015,02,1090,2015-02
1591,GO,52010,Oeste II,2015,02,105,2015-02
1592,GO,52012,Rio Vermelho,2015,02,186,2015-02
1593,GO,52005,Estrada de Ferro,2015,02,284,2015-02
1594,GO,52003,Entorno Norte,2015,02,322,2015-02
1595,GO,52004,Entorno Sul,2015,02,1014,2015-02
1596,GO,52007,Nordeste II,2015,02,105,2015-02
1597,GO,52008,Norte,2015,02,134,2015-02
1598,GO,52015,Sudoeste I,2015,02,530,2015-02
1599,GO,52014,Serra da Mesa,2015,02,117,2015-02
1600,GO,52018,São Patrício II,2015,02,187,2015-02
1601,GO,52011,Pirineus,2015,01,634,2015-01
1602,GO,52004,Entorno Sul,2015,01,1095,2015-01
1603,GO,52003,Entorno Norte,2015,01,316,2015-01
1604,GO,52001,Central,2015,01,2327,2015-01
1605,GO,52002,Centro Sul,2015,01,1175,2015-01
1606,GO,52010,Oeste II,2015,01,90,2015-01
1607,GO,52015,Sudoeste I,2015,01,544,2015-01
1608,GO,52009,Oeste I,2015,01,107,2015-01
1609,GO,52013,São Patrício I,2015,01,158,2015-01
1610,GO,52012,Rio Vermelho,2015,01,204,2015-01
1611,GO,52005,Estrada de Ferro,2015,01,323,2015-01
1612,GO,52008,Norte,2015,01,145,2015-01
1613,GO,52017,Sul,2015,01,282,2015-01
1614,GO,52018,São Patrício II,2015,01,193,2015-01
1615,GO,52006,Nordeste I,2015,01,62,2015-01
1616,GO,52014,Serra da Mesa,2015,01,116,2015-01
1617,GO,52016,Sudoeste II,2015,01,301,2015-01
1618,GO,52007,Nordeste II,2015,01,131,2015-01
1619,GO,52009,Oeste I,2014,12,114,2014-12
1620,GO,52015,Sudoeste I,2014,12,552,2014-12
1621,GO,52010,Oeste II,2014,12,102,2014-12
1622,GO,52014,Serra da Mesa,2014,12,140,2014-12
1623,GO,52018,São Patrício II,2014,12,201,2014-12
1624,GO,52008,Norte,2014,12,147,2014-12
1625,GO,52006,Nordeste I,2014,12,72,2014-12
1626,GO,52012,Rio Vermelho,2014,12,212,2014-12
1627,GO,52001,Central,2014,12,2401,2014-12
1628,GO,52011,Pirineus,2014,12,633,2014-12
1629,GO,52003,Entorno Norte,2014,12,338,2014-12
1630,GO,52004,Entorno Sul,2014,12,1150,2014-12
1631,GO,52002,Centro Sul,2014,12,1136,2014-12
1632,GO,52007,Nordeste II,2014,12,131,2014-12
1633,GO,52005,Estrada de Ferro,2014,12,307,2014-12
1634,GO,52016,Sudoeste II,2014,12,262,2014-12
1635,GO,52017,Sul,2014,12,243,2014-12
1636,GO,52013,São Patrício I,2014,12,145,2014-12
1637,GO,52005,Estrada de Ferro,2014,11,300,2014-11
1638,GO,52001,Central,2014,11,2241,2014-11
1639,GO,52012,Rio Vermelho,2014,11,205,2014-11
1640,GO,52018,São Patrício II,2014,11,153,2014-11
1641,GO,52010,Oeste II,2014,11,108,2014-11
1642,GO,52014,Serra da Mesa,2014,11,103,2014-11
1643,GO,52011,Pirineus,2014,11,650,2014-11
1644,GO,52004,Entorno Sul,2014,11,1123,2014-11
1645,GO,52008,Norte,2014,11,148,2014-11
1646,GO,52006,Nordeste I,2014,11,56,2014-11
1647,GO,52009,Oeste I,2014,11,104,2014-11
1648,GO,52002,Centro Sul,2014,11,1064,2014-11
1649,GO,52007,Nordeste II,2014,11,114,2014-11
1650,GO,52003,Entorno Norte,2014,11,320,2014-11
1651,GO,52017,Sul,2014,11,282,2014-11
1652,GO,52015,Sudoeste I,2014,11,510,2014-11
1653,GO,52016,Sudoeste II,2014,11,280,2014-11
1654,GO,52013,São Patrício I,2014,11,161,2014-11
1655,GO,52015,Sudoeste I,2014,10,565,2014-10
1656,GO,52013,São Patrício I,2014,10,183,2014-10
1657,GO,52014,Serra da Mesa,2014,10,141,2014-10
1658,GO,52017,Sul,2014,10,273,2014-10
1659,GO,52009,Oeste I,2014,10,129,2014-10
1660,GO,52007,Nordeste II,2014,10,126,2014-10
1661,GO,52005,Estrada de Ferro,2014,10,308,2014-10
1662,GO,52018,São Patrício II,2014,10,187,2014-10
1663,GO,52010,Oeste II,2014,10,118,2014-10
1664,GO,52003,Entorno Norte,2014,10,306,2014-10
1665,GO,52008,Norte,2014,10,129,2014-10
1666,GO,52011,Pirineus,2014,10,642,2014-10
1667,GO,52004,Entorno Sul,2014,10,1106,2014-10
1668,GO,52006,Nordeste I,2014,10,69,2014-10
1669,GO,52016,Sudoeste II,2014,10,292,2014-10
1670,GO,52001,Central,2014,10,2385,2014-10
1671,GO,52002,Centro Sul,2014,10,1128,2014-10
1672,GO,52012,Rio Vermelho,2014,10,198,2014-10
1673,GO,52011,Pirineus,2014,09,608,2014-09
1674,GO,52003,Entorno Norte,2014,09,302,2014-09
1675,GO,52014,Serra da Mesa,2014,09,142,2014-09
1676,GO,52006,Nordeste I,2014,09,58,2014-09
1677,GO,52010,Oeste II,2014,09,112,2014-09
1678,GO,52005,Estrada de Ferro,2014,09,365,2014-09
1679,GO,52002,Centro Sul,2014,09,1148,2014-09
1680,GO,52009,Oeste I,2014,09,116,2014-09
1681,GO,52017,Sul,2014,09,273,2014-09
1682,GO,52012,Rio Vermelho,2014,09,223,2014-09
1683,GO,52007,Nordeste II,2014,09,123,2014-09
1684,GO,52013,São Patrício I,2014,09,177,2014-09
1685,GO,52015,Sudoeste I,2014,09,523,2014-09
1686,GO,52018,São Patrício II,2014,09,198,2014-09
1687,GO,52016,Sudoeste II,2014,09,269,2014-09
1688,GO,52008,Norte,2014,09,154,2014-09
1689,GO,52004,Entorno Sul,2014,09,1102,2014-09
1690,GO,52001,Central,2014,09,2466,2014-09
1691,GO,52014,Serra da Mesa,2014,08,140,2014-08
1692,GO,52007,Nordeste II,2014,08,130,2014-08
1693,GO,52002,Centro Sul,2014,08,1059,2014-08
1694,GO,52013,São Patrício I,2014,08,168,2014-08
1695,GO,52001,Central,2014,08,2262,2014-08
1696,GO,52008,Norte,2014,08,157,2014-08
1697,GO,52003,Entorno Norte,2014,08,342,2014-08
1698,GO,52005,Estrada de Ferro,2014,08,312,2014-08
1699,GO,52004,Entorno Sul,2014,08,1120,2014-08
1700,GO,52018,São Patrício II,2014,08,188,2014-08
1701,GO,52009,Oeste I,2014,08,111,2014-08
1702,GO,52012,Rio Vermelho,2014,08,198,2014-08
1703,GO,52015,Sudoeste I,2014,08,490,2014-08
1704,GO,52006,Nordeste I,2014,08,62,2014-08
1705,GO,52016,Sudoeste II,2014,08,282,2014-08
1706,GO,52011,Pirineus,2014,08,679,2014-08
1707,GO,52010,Oeste II,2014,08,92,2014-08
1708,GO,52017,Sul,2014,08,263,2014-08
1709,GO,52016,Sudoeste II,2014,07,302,2014-07
1710,GO,52007,Nordeste II,2014,07,101,2014-07
1711,GO,52001,Central,2014,07,2429,2014-07
1712,GO,52012,Rio Vermelho,2014,07,212,2014-07
1713,GO,52015,Sudoeste I,2014,07,578,2014-07
1714,GO,52006,Nordeste I,2014,07,60,2014-07
1715,GO,52008,Norte,2014,07,148,2014-07
1716,GO,52010,Oeste II,2014,07,100,2014-07
1717,GO,52018,São Patrício II,2014,07,193,2014-07
1718,GO,52004,Entorno Sul,2014,07,1090,2014-07
1719,GO,52014,Serra da Mesa,2014,07,151,2014-07
1720,GO,52013,São Patrício I,2014,07,176,2014-07
1721,GO,52011,Pirineus,2014,07,667,2014-07
1722,GO,52002,Centro Sul,2014,07,1157,2014-07
1723,GO,52009,Oeste I,2014,07,132,2014-07
1724,GO,52005,Estrada de Ferro,2014,07,339,2014-07
1725,GO,52017,Sul,2014,07,313,2014-07
1726,GO,52003,Entorno Norte,2014,07,315,2014-07
1727,GO,52013,São Patrício I,2014,06,172,2014-06
1728,GO,52012,Rio Vermelho,2014,06,206,2014-06
1729,GO,52017,Sul,2014,06,286,2014-06
1730,GO,52007,Nordeste II,2014,06,113,2014-06
1731,GO,52009,Oeste I,2014,06,95,2014-06
1732,GO,52015,Sudoeste I,2014,06,567,2014-06
1733,GO,52004,Entorno Sul,2014,06,1133,2014-06
1734,GO,52006,Nordeste I,2014,06,64,2014-06
1735,GO,52005,Estrada de Ferro,2014,06,328,2014-06
1736,GO,52003,Entorno Norte,2014,06,341,2014-06
1737,GO,52008,Norte,2014,06,162,2014-06
1738,GO,52011,Pirineus,2014,06,631,2014-06
1739,GO,52018,São Patrício II,2014,06,202,2014-06
1740,GO,52014,Serra da Mesa,2014,06,121,2014-06
1741,GO,52016,Sudoeste II,2014,06,280,2014-06
1742,GO,52002,Centro Sul,2014,06,1032,2014-06
1743,GO,52010,Oeste II,2014,06,117,2014-06
1744,GO,52001,Central,2014,06,2395,2014-06
1745,GO,52018,São Patrício II,2014,05,211,2014-05
1746,GO,52008,Norte,2014,05,177,2014-05
1747,GO,52005,Estrada de Ferro,2014,05,348,2014-05
1748,GO,52002,Centro Sul,2014,05,1217,2014-05
1749,GO,52016,Sudoeste II,2014,05,310,2014-05
1750,GO,52001,Central,2014,05,2444,2014-05
1751,GO,52015,Sudoeste I,2014,05,588,2014-05
1752,GO,52012,Rio Vermelho,2014,05,226,2014-05
1753,GO,52013,São Patrício I,2014,05,211,2014-05
1754,GO,52007,Nordeste II,2014,05,117,2014-05
1755,GO,52003,Entorno Norte,2014,05,335,2014-05
1756,GO,52010,Oeste II,2014,05,117,2014-05
1757,GO,52017,Sul,2014,05,333,2014-05
1758,GO,52009,Oeste I,2014,05,125,2014-05
1759,GO,52014,Serra da Mesa,2014,05,147,2014-05
1760,GO,52011,Pirineus,2014,05,680,2014-05
1761,GO,52006,Nordeste I,2014,05,54,2014-05
1762,GO,52004,Entorno Sul,2014,05,1168,2014-05
1763,GO,52016,Sudoeste II,2014,04,304,2014-04
1764,GO,52009,Oeste I,2014,04,144,2014-04
1765,GO,52018,São Patrício II,2014,04,187,2014-04
1766,GO,52010,Oeste II,2014,04,114,2014-04
1767,GO,52003,Entorno Norte,2014,04,345,2014-04
1768,GO,52008,Norte,2014,04,168,2014-04
1769,GO,52012,Rio Vermelho,2014,04,235,2014-04
1770,GO,52004,Entorno Sul,2014,04,1158,2014-04
1771,GO,52005,Estrada de Ferro,2014,04,338,2014-04
1772,GO,52007,Nordeste II,2014,04,123,2014-04
1773,GO,52014,Serra da Mesa,2014,04,130,2014-04
1774,GO,52013,São Patrício I,2014,04,187,2014-04
1775,GO,52001,Central,2014,04,2375,2014-04
1776,GO,52017,Sul,2014,04,311,2014-04
1777,GO,52015,Sudoeste I,2014,04,571,2014-04
