"","uf","ibge","municipio","total_equipe","total_pop","medicos","enfermeiros","tecnicos","acs"
"248","BA","292050","MARACÁS",11.7618714285714,28622,11.7618714285714,11.7618714285714,23.5237428571429,38.1626666666667
"249","BA","292060","MARAGOGIPE",15.0057857142857,40229,15.0057857142857,15.0057857142857,30.0115714285714,53.6386666666667
"250","BA","292070","MARAÚ",8.988,25067,8.988,8.988,17.976,33.4226666666667
"251","BA","292080","MARCIONÍLIO SOUZA",3.78295714285714,9716,3.78295714285714,3.78295714285714,7.56591428571429,12.9546666666667
"252","BA","292090","MASCOTE",4.79528571428571,12242,4.79528571428571,4.79528571428571,9.59057142857143,16.3226666666667
"253","BA","292100","MATA DE SÃO JOÃO",22.1863571428571,58928,22.1863571428571,22.1863571428571,44.3727142857143,78.5706666666667
"254","BA","292105","MATINA",4.43274285714286,10662,4.43274285714286,4.43274285714286,8.86548571428571,14.216
"255","BA","292110","MEDEIROS NETO",9.2621,22936,9.2621,9.2621,18.5242,30.5813333333333
"256","BA","292120","MIGUEL CALMON",10.5736714285714,27581,10.5736714285714,10.5736714285714,21.1473428571429,36.7746666666667
"257","BA","292130","MILAGRES",4.69131428571429,11277,4.69131428571429,4.69131428571429,9.38262857142857,15.036
"258","BA","292140","MIRANGABA",6.47302857142857,15845,6.47302857142857,6.47302857142857,12.9460571428571,21.1266666666667
"259","BA","292145","MIRANTE",3.80644285714286,10211,3.80644285714286,3.80644285714286,7.61288571428571,13.6146666666667
"260","BA","292150","MONTE SANTO",18.3425,46250,18.3425,18.3425,36.685,61.6666666666667
"261","BA","292160","MORPARÁ",3.53674285714286,8361,3.53674285714286,3.53674285714286,7.07348571428571,11.148
