"","uf_sigla","cod_macrorregiao","macrorregiao_pad","quantidade","mes_ano"
"1110","GO","5209","MACRORREGIAO CENTRO-NORTE",1312,2003-07-01
"1111","GO","5208","MACRORREGIAO CENTRO-OESTE",2368,2003-06-01
"1112","GO","5209","MACRORREGIAO CENTRO-NORTE",1407,2003-06-01
"1113","GO","5210","MACRORREGIAO CENTRO SUDESTE",1527,2003-06-01
"1114","GO","5206","MACRORREGIAO SUDOESTE",718,2003-06-01
"1115","GO","5207","MACRORREGIAO NORDESTE",1626,2003-06-01
"1116","GO","5209","MACRORREGIAO CENTRO-NORTE",1379,2003-05-01
"1117","GO","5206","MACRORREGIAO SUDOESTE",711,2003-05-01
"1118","GO","5208","MACRORREGIAO CENTRO-OESTE",2693,2003-05-01
"1119","GO","5207","MACRORREGIAO NORDESTE",1619,2003-05-01
"1120","GO","5210","MACRORREGIAO CENTRO SUDESTE",1588,2003-05-01
"1121","GO","5210","MACRORREGIAO CENTRO SUDESTE",1624,2003-04-01
"1122","GO","5208","MACRORREGIAO CENTRO-OESTE",2873,2003-04-01
"1123","GO","5207","MACRORREGIAO NORDESTE",1685,2003-04-01
"1124","GO","5206","MACRORREGIAO SUDOESTE",779,2003-04-01
"1125","GO","5209","MACRORREGIAO CENTRO-NORTE",1400,2003-04-01
"1126","GO","5207","MACRORREGIAO NORDESTE",1853,2003-03-01
"1127","GO","5206","MACRORREGIAO SUDOESTE",750,2003-03-01
"1128","GO","5210","MACRORREGIAO CENTRO SUDESTE",1653,2003-03-01
"1129","GO","5209","MACRORREGIAO CENTRO-NORTE",1429,2003-03-01
"1130","GO","5208","MACRORREGIAO CENTRO-OESTE",2772,2003-03-01
"1131","GO","5210","MACRORREGIAO CENTRO SUDESTE",1536,2003-02-01
"1132","GO","5209","MACRORREGIAO CENTRO-NORTE",1260,2003-02-01
"1133","GO","5208","MACRORREGIAO CENTRO-OESTE",2494,2003-02-01
"1134","GO","5207","MACRORREGIAO NORDESTE",1571,2003-02-01
"1135","GO","5206","MACRORREGIAO SUDOESTE",658,2003-02-01
"1136","GO","5206","MACRORREGIAO SUDOESTE",641,2003-01-01
"1137","GO","5207","MACRORREGIAO NORDESTE",1619,2003-01-01
"1138","GO","5208","MACRORREGIAO CENTRO-OESTE",2542,2003-01-01
"1139","GO","5210","MACRORREGIAO CENTRO SUDESTE",1466,2003-01-01
"1140","GO","5209","MACRORREGIAO CENTRO-NORTE",1257,2003-01-01
"1141","GO","5207","MACRORREGIAO NORDESTE",1591,2002-12-01
"1142","GO","5206","MACRORREGIAO SUDOESTE",681,2002-12-01
"1143","GO","5209","MACRORREGIAO CENTRO-NORTE",1329,2002-12-01
"1144","GO","5210","MACRORREGIAO CENTRO SUDESTE",1480,2002-12-01
"1145","GO","5208","MACRORREGIAO CENTRO-OESTE",2513,2002-12-01
"1146","GO","5209","MACRORREGIAO CENTRO-NORTE",1283,2002-11-01
"1147","GO","5210","MACRORREGIAO CENTRO SUDESTE",1521,2002-11-01
"1148","GO","5207","MACRORREGIAO NORDESTE",1548,2002-11-01
"1149","GO","5206","MACRORREGIAO SUDOESTE",623,2002-11-01
"1150","GO","5208","MACRORREGIAO CENTRO-OESTE",2318,2002-11-01
"1151","GO","5210","MACRORREGIAO CENTRO SUDESTE",1561,2002-10-01
"1152","GO","5207","MACRORREGIAO NORDESTE",1660,2002-10-01
"1153","GO","5208","MACRORREGIAO CENTRO-OESTE",2409,2002-10-01
"1154","GO","5206","MACRORREGIAO SUDOESTE",679,2002-10-01
"1155","GO","5209","MACRORREGIAO CENTRO-NORTE",1359,2002-10-01
"1156","GO","5209","MACRORREGIAO CENTRO-NORTE",1423,2002-09-01
"1157","GO","5208","MACRORREGIAO CENTRO-OESTE",2571,2002-09-01
"1158","GO","5210","MACRORREGIAO CENTRO SUDESTE",1623,2002-09-01
"1159","GO","5207","MACRORREGIAO NORDESTE",1630,2002-09-01
"1160","GO","5206","MACRORREGIAO SUDOESTE",660,2002-09-01
"1161","GO","5209","MACRORREGIAO CENTRO-NORTE",1323,2002-08-01
"1162","GO","5206","MACRORREGIAO SUDOESTE",653,2002-08-01
"1163","GO","5207","MACRORREGIAO NORDESTE",1606,2002-08-01
"1164","GO","5210","MACRORREGIAO CENTRO SUDESTE",1510,2002-08-01
"1165","GO","5208","MACRORREGIAO CENTRO-OESTE",2428,2002-08-01
"1166","GO","5208","MACRORREGIAO CENTRO-OESTE",2530,2002-07-01
"1167","GO","5209","MACRORREGIAO CENTRO-NORTE",1293,2002-07-01
"1168","GO","5210","MACRORREGIAO CENTRO SUDESTE",1577,2002-07-01
"1169","GO","5207","MACRORREGIAO NORDESTE",1648,2002-07-01
"1170","GO","5206","MACRORREGIAO SUDOESTE",639,2002-07-01
"1171","GO","5207","MACRORREGIAO NORDESTE",1580,2002-06-01
"1172","GO","5206","MACRORREGIAO SUDOESTE",602,2002-06-01
"1173","GO","5210","MACRORREGIAO CENTRO SUDESTE",1459,2002-06-01
"1174","GO","5209","MACRORREGIAO CENTRO-NORTE",1314,2002-06-01
"1175","GO","5208","MACRORREGIAO CENTRO-OESTE",2399,2002-06-01
"1176","GO","5210","MACRORREGIAO CENTRO SUDESTE",1590,2002-05-01
"1177","GO","5207","MACRORREGIAO NORDESTE",1766,2002-05-01
"1178","GO","5206","MACRORREGIAO SUDOESTE",724,2002-05-01
"1179","GO","5208","MACRORREGIAO CENTRO-OESTE",2682,2002-05-01
"1180","GO","5209","MACRORREGIAO CENTRO-NORTE",1445,2002-05-01
"1181","GO","5210","MACRORREGIAO CENTRO SUDESTE",1685,2002-04-01
"1182","GO","5207","MACRORREGIAO NORDESTE",1670,2002-04-01
"1183","GO","5209","MACRORREGIAO CENTRO-NORTE",1455,2002-04-01
"1184","GO","5208","MACRORREGIAO CENTRO-OESTE",2763,2002-04-01
"1185","GO","5206","MACRORREGIAO SUDOESTE",775,2002-04-01
"1186","GO","5210","MACRORREGIAO CENTRO SUDESTE",1807,2002-03-01
"1187","GO","5206","MACRORREGIAO SUDOESTE",795,2002-03-01
"1188","GO","5207","MACRORREGIAO NORDESTE",1717,2002-03-01
"1189","GO","5209","MACRORREGIAO CENTRO-NORTE",1475,2002-03-01
"1190","GO","5208","MACRORREGIAO CENTRO-OESTE",2756,2002-03-01
"1191","GO","5206","MACRORREGIAO SUDOESTE",690,2002-02-01
"1192","GO","5207","MACRORREGIAO NORDESTE",1620,2002-02-01
"1193","GO","5209","MACRORREGIAO CENTRO-NORTE",1226,2002-02-01
"1194","GO","5210","MACRORREGIAO CENTRO SUDESTE",1563,2002-02-01
"1195","GO","5208","MACRORREGIAO CENTRO-OESTE",2539,2002-02-01
"1196","GO","5208","MACRORREGIAO CENTRO-OESTE",2640,2002-01-01
"1197","GO","5206","MACRORREGIAO SUDOESTE",663,2002-01-01
"1198","GO","5209","MACRORREGIAO CENTRO-NORTE",1430,2002-01-01
"1199","GO","5210","MACRORREGIAO CENTRO SUDESTE",1647,2002-01-01
"1200","GO","5207","MACRORREGIAO NORDESTE",1735,2002-01-01
"1201","GO","5207","MACRORREGIAO NORDESTE",1307,2001-12-01
"1202","GO","5210","MACRORREGIAO CENTRO SUDESTE",1536,2001-12-01
"1203","GO","5208","MACRORREGIAO CENTRO-OESTE",2550,2001-12-01
"1204","GO","5206","MACRORREGIAO SUDOESTE",659,2001-12-01
"1205","GO","5209","MACRORREGIAO CENTRO-NORTE",1280,2001-12-01
"1206","GO","5210","MACRORREGIAO CENTRO SUDESTE",1513,2001-11-01
"1207","GO","5206","MACRORREGIAO SUDOESTE",683,2001-11-01
"1208","GO","5209","MACRORREGIAO CENTRO-NORTE",1335,2001-11-01
"1209","GO","5208","MACRORREGIAO CENTRO-OESTE",2404,2001-11-01
"1210","GO","5207","MACRORREGIAO NORDESTE",1283,2001-11-01
"1211","GO","5206","MACRORREGIAO SUDOESTE",690,2001-10-01
"1212","GO","5208","MACRORREGIAO CENTRO-OESTE",2531,2001-10-01
"1213","GO","5207","MACRORREGIAO NORDESTE",1629,2001-10-01
"1214","GO","5210","MACRORREGIAO CENTRO SUDESTE",1597,2001-10-01
"1215","GO","5209","MACRORREGIAO CENTRO-NORTE",1375,2001-10-01
"1216","GO","5207","MACRORREGIAO NORDESTE",1659,2001-09-01
"1217","GO","5208","MACRORREGIAO CENTRO-OESTE",2592,2001-09-01
"1218","GO","5210","MACRORREGIAO CENTRO SUDESTE",1540,2001-09-01
"1219","GO","5209","MACRORREGIAO CENTRO-NORTE",1435,2001-09-01
"1220","GO","5206","MACRORREGIAO SUDOESTE",683,2001-09-01
"1221","GO","5207","MACRORREGIAO NORDESTE",1631,2001-08-01
"1222","GO","5209","MACRORREGIAO CENTRO-NORTE",1404,2001-08-01
"1223","GO","5206","MACRORREGIAO SUDOESTE",633,2001-08-01
"1224","GO","5210","MACRORREGIAO CENTRO SUDESTE",1498,2001-08-01
"1225","GO","5208","MACRORREGIAO CENTRO-OESTE",2391,2001-08-01
"1226","GO","5206","MACRORREGIAO SUDOESTE",676,2001-07-01
"1227","GO","5210","MACRORREGIAO CENTRO SUDESTE",1542,2001-07-01
"1228","GO","5209","MACRORREGIAO CENTRO-NORTE",1460,2001-07-01
"1229","GO","5208","MACRORREGIAO CENTRO-OESTE",2570,2001-07-01
"1230","GO","5207","MACRORREGIAO NORDESTE",1642,2001-07-01
"1231","GO","5209","MACRORREGIAO CENTRO-NORTE",1306,2001-06-01
"1232","GO","5207","MACRORREGIAO NORDESTE",1574,2001-06-01
"1233","GO","5208","MACRORREGIAO CENTRO-OESTE",2456,2001-06-01
"1234","GO","5206","MACRORREGIAO SUDOESTE",681,2001-06-01
"1235","GO","5210","MACRORREGIAO CENTRO SUDESTE",1466,2001-06-01
"1236","GO","5209","MACRORREGIAO CENTRO-NORTE",1545,2001-05-01
"1237","GO","5210","MACRORREGIAO CENTRO SUDESTE",1697,2001-05-01
"1238","GO","5206","MACRORREGIAO SUDOESTE",705,2001-05-01
"1239","GO","5207","MACRORREGIAO NORDESTE",1644,2001-05-01
"1240","GO","5208","MACRORREGIAO CENTRO-OESTE",2801,2001-05-01
"1241","GO","5206","MACRORREGIAO SUDOESTE",740,2001-04-01
"1242","GO","5207","MACRORREGIAO NORDESTE",1593,2001-04-01
"1243","GO","5208","MACRORREGIAO CENTRO-OESTE",2708,2001-04-01
"1244","GO","5209","MACRORREGIAO CENTRO-NORTE",1457,2001-04-01
"1245","GO","5210","MACRORREGIAO CENTRO SUDESTE",1658,2001-04-01
"1246","GO","5206","MACRORREGIAO SUDOESTE",748,2001-03-01
"1247","GO","5209","MACRORREGIAO CENTRO-NORTE",1461,2001-03-01
"1248","GO","5208","MACRORREGIAO CENTRO-OESTE",2745,2001-03-01
"1249","GO","5207","MACRORREGIAO NORDESTE",1715,2001-03-01
"1250","GO","5210","MACRORREGIAO CENTRO SUDESTE",1661,2001-03-01
"1251","GO","5206","MACRORREGIAO SUDOESTE",608,2001-02-01
"1252","GO","5210","MACRORREGIAO CENTRO SUDESTE",1467,2001-02-01
"1253","GO","5209","MACRORREGIAO CENTRO-NORTE",1305,2001-02-01
"1254","GO","5208","MACRORREGIAO CENTRO-OESTE",2316,2001-02-01
"1255","GO","5207","MACRORREGIAO NORDESTE",1511,2001-02-01
"1256","GO","5209","MACRORREGIAO CENTRO-NORTE",1312,2001-01-01
"1257","GO","5210","MACRORREGIAO CENTRO SUDESTE",1524,2001-01-01
"1258","GO","5207","MACRORREGIAO NORDESTE",1607,2001-01-01
"1259","GO","5206","MACRORREGIAO SUDOESTE",678,2001-01-01
"1260","GO","5208","MACRORREGIAO CENTRO-OESTE",2539,2001-01-01
"1261","GO","5210","MACRORREGIAO CENTRO SUDESTE",1512,2000-12-01
"1262","GO","5209","MACRORREGIAO CENTRO-NORTE",1350,2000-12-01
"1263","GO","5208","MACRORREGIAO CENTRO-OESTE",2427,2000-12-01
"1264","GO","5207","MACRORREGIAO NORDESTE",1581,2000-12-01
"1265","GO","5206","MACRORREGIAO SUDOESTE",610,2000-12-01
"1266","GO","5209","MACRORREGIAO CENTRO-NORTE",1298,2000-11-01
"1267","GO","5207","MACRORREGIAO NORDESTE",1516,2000-11-01
"1268","GO","5210","MACRORREGIAO CENTRO SUDESTE",1449,2000-11-01
"1269","GO","5206","MACRORREGIAO SUDOESTE",597,2000-11-01
"1270","GO","5208","MACRORREGIAO CENTRO-OESTE",2335,2000-11-01
"1271","GO","5209","MACRORREGIAO CENTRO-NORTE",1403,2000-10-01
"1272","GO","5206","MACRORREGIAO SUDOESTE",659,2000-10-01
"1273","GO","5210","MACRORREGIAO CENTRO SUDESTE",1512,2000-10-01
"1274","GO","5207","MACRORREGIAO NORDESTE",1694,2000-10-01
"1275","GO","5208","MACRORREGIAO CENTRO-OESTE",2558,2000-10-01
"1276","GO","5208","MACRORREGIAO CENTRO-OESTE",2651,2000-09-01
"1277","GO","5207","MACRORREGIAO NORDESTE",1676,2000-09-01
"1278","GO","5210","MACRORREGIAO CENTRO SUDESTE",1564,2000-09-01
"1279","GO","5209","MACRORREGIAO CENTRO-NORTE",1366,2000-09-01
"1280","GO","5206","MACRORREGIAO SUDOESTE",603,2000-09-01
"1281","GO","5210","MACRORREGIAO CENTRO SUDESTE",1645,2000-08-01
"1282","GO","5209","MACRORREGIAO CENTRO-NORTE",1382,2000-08-01
"1283","GO","5207","MACRORREGIAO NORDESTE",1577,2000-08-01
"1284","GO","5208","MACRORREGIAO CENTRO-OESTE",2553,2000-08-01
"1285","GO","5206","MACRORREGIAO SUDOESTE",700,2000-08-01
"1286","GO","5209","MACRORREGIAO CENTRO-NORTE",1433,2000-07-01
"1287","GO","5210","MACRORREGIAO CENTRO SUDESTE",1512,2000-07-01
"1288","GO","5207","MACRORREGIAO NORDESTE",1710,2000-07-01
"1289","GO","5206","MACRORREGIAO SUDOESTE",722,2000-07-01
"1290","GO","5208","MACRORREGIAO CENTRO-OESTE",2672,2000-07-01
"1291","GO","5209","MACRORREGIAO CENTRO-NORTE",1376,2000-06-01
"1292","GO","5210","MACRORREGIAO CENTRO SUDESTE",1527,2000-06-01
"1293","GO","5206","MACRORREGIAO SUDOESTE",667,2000-06-01
"1294","GO","5208","MACRORREGIAO CENTRO-OESTE",2497,2000-06-01
"1295","GO","5207","MACRORREGIAO NORDESTE",1605,2000-06-01
"1296","GO","5209","MACRORREGIAO CENTRO-NORTE",1477,2000-05-01
"1297","GO","5206","MACRORREGIAO SUDOESTE",706,2000-05-01
"1298","GO","5208","MACRORREGIAO CENTRO-OESTE",2798,2000-05-01
"1299","GO","5210","MACRORREGIAO CENTRO SUDESTE",1644,2000-05-01
"1300","GO","5207","MACRORREGIAO NORDESTE",1734,2000-05-01
"1301","GO","5209","MACRORREGIAO CENTRO-NORTE",1463,2000-04-01
"1302","GO","5210","MACRORREGIAO CENTRO SUDESTE",1618,2000-04-01
"1303","GO","5206","MACRORREGIAO SUDOESTE",678,2000-04-01
"1304","GO","5208","MACRORREGIAO CENTRO-OESTE",2756,2000-04-01
"1305","GO","5207","MACRORREGIAO NORDESTE",1625,2000-04-01
"1306","GO","5208","MACRORREGIAO CENTRO-OESTE",2857,2000-03-01
"1307","GO","5207","MACRORREGIAO NORDESTE",1683,2000-03-01
"1308","GO","5206","MACRORREGIAO SUDOESTE",716,2000-03-01
"1309","GO","5210","MACRORREGIAO CENTRO SUDESTE",1688,2000-03-01
"1310","GO","5209","MACRORREGIAO CENTRO-NORTE",1534,2000-03-01
"1311","GO","5209","MACRORREGIAO CENTRO-NORTE",1362,2000-02-01
"1312","GO","5208","MACRORREGIAO CENTRO-OESTE",2704,2000-02-01
"1313","GO","5207","MACRORREGIAO NORDESTE",1573,2000-02-01
"1314","GO","5210","MACRORREGIAO CENTRO SUDESTE",1503,2000-02-01
"1315","GO","5206","MACRORREGIAO SUDOESTE",709,2000-02-01
"1316","GO","5206","MACRORREGIAO SUDOESTE",701,2000-01-01
"1317","GO","5208","MACRORREGIAO CENTRO-OESTE",2631,2000-01-01
"1318","GO","5209","MACRORREGIAO CENTRO-NORTE",1401,2000-01-01
"1319","GO","5210","MACRORREGIAO CENTRO SUDESTE",1527,2000-01-01
"1320","GO","5207","MACRORREGIAO NORDESTE",1700,2000-01-01
