"","uf_sigla","cod_macrorregiao","macrorregiao_pad","quantidade","mes_ano"
"371","GO","5208","MACRORREGIAO CENTRO-OESTE",2764,2015-10-01
"372","GO","5206","MACRORREGIAO SUDOESTE",775,2015-10-01
"373","GO","5210","MACRORREGIAO CENTRO SUDESTE",1633,2015-10-01
"374","GO","5209","MACRORREGIAO CENTRO-NORTE",1300,2015-10-01
"375","GO","5207","MACRORREGIAO NORDESTE",1550,2015-10-01
"376","GO","5206","MACRORREGIAO SUDOESTE",801,2015-09-01
"377","GO","5208","MACRORREGIAO CENTRO-OESTE",2839,2015-09-01
"378","GO","5209","MACRORREGIAO CENTRO-NORTE",1433,2015-09-01
"379","GO","5207","MACRORREGIAO NORDESTE",1700,2015-09-01
"380","GO","5210","MACRORREGIAO CENTRO SUDESTE",1738,2015-09-01
"381","GO","5208","MACRORREGIAO CENTRO-OESTE",2760,2015-08-01
"382","GO","5206","MACRORREGIAO SUDOESTE",829,2015-08-01
"383","GO","5209","MACRORREGIAO CENTRO-NORTE",1299,2015-08-01
"384","GO","5210","MACRORREGIAO CENTRO SUDESTE",1743,2015-08-01
"385","GO","5207","MACRORREGIAO NORDESTE",1668,2015-08-01
"386","GO","5209","MACRORREGIAO CENTRO-NORTE",1357,2015-07-01
"387","GO","5207","MACRORREGIAO NORDESTE",1597,2015-07-01
"388","GO","5210","MACRORREGIAO CENTRO SUDESTE",1764,2015-07-01
"389","GO","5206","MACRORREGIAO SUDOESTE",801,2015-07-01
"390","GO","5208","MACRORREGIAO CENTRO-OESTE",2800,2015-07-01
"391","GO","5206","MACRORREGIAO SUDOESTE",769,2015-06-01
"392","GO","5210","MACRORREGIAO CENTRO SUDESTE",1742,2015-06-01
"393","GO","5209","MACRORREGIAO CENTRO-NORTE",1297,2015-06-01
"394","GO","5207","MACRORREGIAO NORDESTE",1741,2015-06-01
"395","GO","5208","MACRORREGIAO CENTRO-OESTE",2699,2015-06-01
"396","GO","5206","MACRORREGIAO SUDOESTE",850,2015-05-01
"397","GO","5209","MACRORREGIAO CENTRO-NORTE",1416,2015-05-01
"398","GO","5208","MACRORREGIAO CENTRO-OESTE",2913,2015-05-01
"399","GO","5210","MACRORREGIAO CENTRO SUDESTE",1857,2015-05-01
"400","GO","5207","MACRORREGIAO NORDESTE",1787,2015-05-01
"401","GO","5206","MACRORREGIAO SUDOESTE",866,2015-04-01
"402","GO","5210","MACRORREGIAO CENTRO SUDESTE",1891,2015-04-01
"403","GO","5209","MACRORREGIAO CENTRO-NORTE",1428,2015-04-01
"404","GO","5208","MACRORREGIAO CENTRO-OESTE",3070,2015-04-01
"405","GO","5207","MACRORREGIAO NORDESTE",1670,2015-04-01
"406","GO","5210","MACRORREGIAO CENTRO SUDESTE",1957,2015-03-01
"407","GO","5206","MACRORREGIAO SUDOESTE",909,2015-03-01
"408","GO","5209","MACRORREGIAO CENTRO-NORTE",1442,2015-03-01
"409","GO","5207","MACRORREGIAO NORDESTE",1802,2015-03-01
"410","GO","5208","MACRORREGIAO CENTRO-OESTE",3082,2015-03-01
"411","GO","5210","MACRORREGIAO CENTRO SUDESTE",1630,2015-02-01
"412","GO","5207","MACRORREGIAO NORDESTE",1499,2015-02-01
"413","GO","5208","MACRORREGIAO CENTRO-OESTE",2638,2015-02-01
"414","GO","5209","MACRORREGIAO CENTRO-NORTE",1231,2015-02-01
"415","GO","5206","MACRORREGIAO SUDOESTE",818,2015-02-01
"416","GO","5209","MACRORREGIAO CENTRO-NORTE",1246,2015-01-01
"417","GO","5207","MACRORREGIAO NORDESTE",1604,2015-01-01
"418","GO","5206","MACRORREGIAO SUDOESTE",845,2015-01-01
"419","GO","5208","MACRORREGIAO CENTRO-OESTE",2728,2015-01-01
"420","GO","5210","MACRORREGIAO CENTRO SUDESTE",1780,2015-01-01
"421","GO","5206","MACRORREGIAO SUDOESTE",814,2014-12-01
"422","GO","5210","MACRORREGIAO CENTRO SUDESTE",1686,2014-12-01
"423","GO","5207","MACRORREGIAO NORDESTE",1691,2014-12-01
"424","GO","5209","MACRORREGIAO CENTRO-NORTE",1266,2014-12-01
"425","GO","5208","MACRORREGIAO CENTRO-OESTE",2829,2014-12-01
"426","GO","5209","MACRORREGIAO CENTRO-NORTE",1215,2014-11-01
"427","GO","5208","MACRORREGIAO CENTRO-OESTE",2658,2014-11-01
"428","GO","5207","MACRORREGIAO NORDESTE",1613,2014-11-01
"429","GO","5206","MACRORREGIAO SUDOESTE",790,2014-11-01
"430","GO","5210","MACRORREGIAO CENTRO SUDESTE",1646,2014-11-01
"431","GO","5210","MACRORREGIAO CENTRO SUDESTE",1709,2014-10-01
"432","GO","5206","MACRORREGIAO SUDOESTE",857,2014-10-01
"433","GO","5207","MACRORREGIAO NORDESTE",1607,2014-10-01
"434","GO","5208","MACRORREGIAO CENTRO-OESTE",2830,2014-10-01
"435","GO","5209","MACRORREGIAO CENTRO-NORTE",1282,2014-10-01
"436","GO","5207","MACRORREGIAO NORDESTE",1585,2014-09-01
"437","GO","5209","MACRORREGIAO CENTRO-NORTE",1279,2014-09-01
"438","GO","5210","MACRORREGIAO CENTRO SUDESTE",1786,2014-09-01
"439","GO","5208","MACRORREGIAO CENTRO-OESTE",2917,2014-09-01
"440","GO","5206","MACRORREGIAO SUDOESTE",792,2014-09-01
"441","GO","5207","MACRORREGIAO NORDESTE",1654,2014-08-01
"442","GO","5208","MACRORREGIAO CENTRO-OESTE",2663,2014-08-01
"443","GO","5209","MACRORREGIAO CENTRO-NORTE",1332,2014-08-01
"444","GO","5210","MACRORREGIAO CENTRO SUDESTE",1634,2014-08-01
"445","GO","5206","MACRORREGIAO SUDOESTE",772,2014-08-01
"446","GO","5209","MACRORREGIAO CENTRO-NORTE",1335,2014-07-01
"447","GO","5206","MACRORREGIAO SUDOESTE",880,2014-07-01
"448","GO","5207","MACRORREGIAO NORDESTE",1566,2014-07-01
"449","GO","5210","MACRORREGIAO CENTRO SUDESTE",1809,2014-07-01
"450","GO","5208","MACRORREGIAO CENTRO-OESTE",2873,2014-07-01
"451","GO","5210","MACRORREGIAO CENTRO SUDESTE",1646,2014-06-01
"452","GO","5208","MACRORREGIAO CENTRO-OESTE",2813,2014-06-01
"453","GO","5206","MACRORREGIAO SUDOESTE",847,2014-06-01
"454","GO","5209","MACRORREGIAO CENTRO-NORTE",1288,2014-06-01
"455","GO","5207","MACRORREGIAO NORDESTE",1651,2014-06-01
"456","GO","5210","MACRORREGIAO CENTRO SUDESTE",1898,2014-05-01
"457","GO","5206","MACRORREGIAO SUDOESTE",898,2014-05-01
"458","GO","5207","MACRORREGIAO NORDESTE",1674,2014-05-01
"459","GO","5209","MACRORREGIAO CENTRO-NORTE",1426,2014-05-01
"460","GO","5208","MACRORREGIAO CENTRO-OESTE",2912,2014-05-01
"461","GO","5210","MACRORREGIAO CENTRO SUDESTE",1782,2014-04-01
"462","GO","5207","MACRORREGIAO NORDESTE",1687,2014-04-01
"463","GO","5206","MACRORREGIAO SUDOESTE",875,2014-04-01
"464","GO","5209","MACRORREGIAO CENTRO-NORTE",1327,2014-04-01
"465","GO","5208","MACRORREGIAO CENTRO-OESTE",2868,2014-04-01
"466","GO","5206","MACRORREGIAO SUDOESTE",835,2014-03-01
"467","GO","5207","MACRORREGIAO NORDESTE",1739,2014-03-01
"468","GO","5208","MACRORREGIAO CENTRO-OESTE",2851,2014-03-01
"469","GO","5209","MACRORREGIAO CENTRO-NORTE",1357,2014-03-01
"470","GO","5210","MACRORREGIAO CENTRO SUDESTE",1841,2014-03-01
"471","GO","5210","MACRORREGIAO CENTRO SUDESTE",1760,2014-02-01
"472","GO","5206","MACRORREGIAO SUDOESTE",826,2014-02-01
"473","GO","5208","MACRORREGIAO CENTRO-OESTE",2612,2014-02-01
"474","GO","5209","MACRORREGIAO CENTRO-NORTE",1289,2014-02-01
"475","GO","5207","MACRORREGIAO NORDESTE",1524,2014-02-01
"476","GO","5207","MACRORREGIAO NORDESTE",1668,2014-01-01
"477","GO","5210","MACRORREGIAO CENTRO SUDESTE",1657,2014-01-01
"478","GO","5206","MACRORREGIAO SUDOESTE",832,2014-01-01
"479","GO","5209","MACRORREGIAO CENTRO-NORTE",1294,2014-01-01
"480","GO","5208","MACRORREGIAO CENTRO-OESTE",2740,2014-01-01
"481","GO","5209","MACRORREGIAO CENTRO-NORTE",1210,2013-12-01
"482","GO","5206","MACRORREGIAO SUDOESTE",723,2013-12-01
"483","GO","5208","MACRORREGIAO CENTRO-OESTE",2613,2013-12-01
"484","GO","5207","MACRORREGIAO NORDESTE",1523,2013-12-01
"485","GO","5210","MACRORREGIAO CENTRO SUDESTE",1652,2013-12-01
"486","GO","5208","MACRORREGIAO CENTRO-OESTE",2522,2013-11-01
"487","GO","5207","MACRORREGIAO NORDESTE",1544,2013-11-01
"488","GO","5206","MACRORREGIAO SUDOESTE",800,2013-11-01
"489","GO","5210","MACRORREGIAO CENTRO SUDESTE",1554,2013-11-01
"490","GO","5209","MACRORREGIAO CENTRO-NORTE",1126,2013-11-01
"491","GO","5208","MACRORREGIAO CENTRO-OESTE",2734,2013-10-01
"492","GO","5207","MACRORREGIAO NORDESTE",1603,2013-10-01
"493","GO","5206","MACRORREGIAO SUDOESTE",770,2013-10-01
"494","GO","5210","MACRORREGIAO CENTRO SUDESTE",1552,2013-10-01
"495","GO","5209","MACRORREGIAO CENTRO-NORTE",1295,2013-10-01
"496","GO","5209","MACRORREGIAO CENTRO-NORTE",1333,2013-09-01
"497","GO","5208","MACRORREGIAO CENTRO-OESTE",2591,2013-09-01
"498","GO","5210","MACRORREGIAO CENTRO SUDESTE",1630,2013-09-01
"499","GO","5207","MACRORREGIAO NORDESTE",1533,2013-09-01
"500","GO","5206","MACRORREGIAO SUDOESTE",755,2013-09-01
"501","GO","5209","MACRORREGIAO CENTRO-NORTE",1233,2013-08-01
"502","GO","5210","MACRORREGIAO CENTRO SUDESTE",1481,2013-08-01
"503","GO","5206","MACRORREGIAO SUDOESTE",788,2013-08-01
"504","GO","5208","MACRORREGIAO CENTRO-OESTE",2642,2013-08-01
"505","GO","5207","MACRORREGIAO NORDESTE",1514,2013-08-01
"506","GO","5210","MACRORREGIAO CENTRO SUDESTE",1663,2013-07-01
"507","GO","5207","MACRORREGIAO NORDESTE",1630,2013-07-01
"508","GO","5208","MACRORREGIAO CENTRO-OESTE",2603,2013-07-01
"509","GO","5206","MACRORREGIAO SUDOESTE",779,2013-07-01
"510","GO","5209","MACRORREGIAO CENTRO-NORTE",1239,2013-07-01
"511","GO","5206","MACRORREGIAO SUDOESTE",768,2013-06-01
"512","GO","5210","MACRORREGIAO CENTRO SUDESTE",1663,2013-06-01
"513","GO","5208","MACRORREGIAO CENTRO-OESTE",2591,2013-06-01
"514","GO","5209","MACRORREGIAO CENTRO-NORTE",1238,2013-06-01
"515","GO","5207","MACRORREGIAO NORDESTE",1533,2013-06-01
"516","GO","5207","MACRORREGIAO NORDESTE",1651,2013-05-01
"517","GO","5208","MACRORREGIAO CENTRO-OESTE",2878,2013-05-01
"518","GO","5210","MACRORREGIAO CENTRO SUDESTE",1806,2013-05-01
"519","GO","5209","MACRORREGIAO CENTRO-NORTE",1304,2013-05-01
"520","GO","5206","MACRORREGIAO SUDOESTE",871,2013-05-01
"521","GO","5208","MACRORREGIAO CENTRO-OESTE",2833,2013-04-01
"522","GO","5209","MACRORREGIAO CENTRO-NORTE",1261,2013-04-01
"523","GO","5207","MACRORREGIAO NORDESTE",1670,2013-04-01
"524","GO","5206","MACRORREGIAO SUDOESTE",836,2013-04-01
"525","GO","5210","MACRORREGIAO CENTRO SUDESTE",1757,2013-04-01
"526","GO","5206","MACRORREGIAO SUDOESTE",795,2013-03-01
"527","GO","5208","MACRORREGIAO CENTRO-OESTE",2878,2013-03-01
"528","GO","5209","MACRORREGIAO CENTRO-NORTE",1219,2013-03-01
"529","GO","5210","MACRORREGIAO CENTRO SUDESTE",1776,2013-03-01
"530","GO","5207","MACRORREGIAO NORDESTE",1601,2013-03-01
"531","GO","5208","MACRORREGIAO CENTRO-OESTE",2525,2013-02-01
"532","GO","5206","MACRORREGIAO SUDOESTE",737,2013-02-01
"533","GO","5209","MACRORREGIAO CENTRO-NORTE",1098,2013-02-01
"534","GO","5210","MACRORREGIAO CENTRO SUDESTE",1619,2013-02-01
"535","GO","5207","MACRORREGIAO NORDESTE",1472,2013-02-01
"536","GO","5209","MACRORREGIAO CENTRO-NORTE",1215,2013-01-01
"537","GO","5208","MACRORREGIAO CENTRO-OESTE",2663,2013-01-01
"538","GO","5206","MACRORREGIAO SUDOESTE",787,2013-01-01
"539","GO","5210","MACRORREGIAO CENTRO SUDESTE",1622,2013-01-01
"540","GO","5207","MACRORREGIAO NORDESTE",1509,2013-01-01
"541","GO","5208","MACRORREGIAO CENTRO-OESTE",2638,2012-12-01
"542","GO","5210","MACRORREGIAO CENTRO SUDESTE",1547,2012-12-01
"543","GO","5207","MACRORREGIAO NORDESTE",1506,2012-12-01
"544","GO","5209","MACRORREGIAO CENTRO-NORTE",1164,2012-12-01
"545","GO","5206","MACRORREGIAO SUDOESTE",697,2012-12-01
"546","GO","5209","MACRORREGIAO CENTRO-NORTE",1153,2012-11-01
"547","GO","5207","MACRORREGIAO NORDESTE",1473,2012-11-01
"548","GO","5208","MACRORREGIAO CENTRO-OESTE",2540,2012-11-01
"549","GO","5206","MACRORREGIAO SUDOESTE",700,2012-11-01
"550","GO","5210","MACRORREGIAO CENTRO SUDESTE",1625,2012-11-01
"551","GO","5209","MACRORREGIAO CENTRO-NORTE",1280,2012-10-01
"552","GO","5207","MACRORREGIAO NORDESTE",1560,2012-10-01
"553","GO","5208","MACRORREGIAO CENTRO-OESTE",2702,2012-10-01
"554","GO","5210","MACRORREGIAO CENTRO SUDESTE",1685,2012-10-01
"555","GO","5206","MACRORREGIAO SUDOESTE",780,2012-10-01
"556","GO","5206","MACRORREGIAO SUDOESTE",684,2012-09-01
"557","GO","5208","MACRORREGIAO CENTRO-OESTE",2468,2012-09-01
"558","GO","5210","MACRORREGIAO CENTRO SUDESTE",1582,2012-09-01
"559","GO","5207","MACRORREGIAO NORDESTE",1491,2012-09-01
"560","GO","5209","MACRORREGIAO CENTRO-NORTE",1239,2012-09-01
"561","GO","5209","MACRORREGIAO CENTRO-NORTE",1283,2012-08-01
"562","GO","5210","MACRORREGIAO CENTRO SUDESTE",1552,2012-08-01
"563","GO","5207","MACRORREGIAO NORDESTE",1520,2012-08-01
"564","GO","5206","MACRORREGIAO SUDOESTE",768,2012-08-01
"565","GO","5208","MACRORREGIAO CENTRO-OESTE",2644,2012-08-01
"566","GO","5209","MACRORREGIAO CENTRO-NORTE",1162,2012-07-01
"567","GO","5208","MACRORREGIAO CENTRO-OESTE",2582,2012-07-01
"568","GO","5207","MACRORREGIAO NORDESTE",1650,2012-07-01
"569","GO","5210","MACRORREGIAO CENTRO SUDESTE",1619,2012-07-01
"570","GO","5206","MACRORREGIAO SUDOESTE",761,2012-07-01
"571","GO","5210","MACRORREGIAO CENTRO SUDESTE",1553,2012-06-01
"572","GO","5207","MACRORREGIAO NORDESTE",1525,2012-06-01
"573","GO","5208","MACRORREGIAO CENTRO-OESTE",2506,2012-06-01
"574","GO","5209","MACRORREGIAO CENTRO-NORTE",1206,2012-06-01
"575","GO","5206","MACRORREGIAO SUDOESTE",761,2012-06-01
"576","GO","5209","MACRORREGIAO CENTRO-NORTE",1355,2012-05-01
"577","GO","5210","MACRORREGIAO CENTRO SUDESTE",1773,2012-05-01
"578","GO","5208","MACRORREGIAO CENTRO-OESTE",2676,2012-05-01
"579","GO","5207","MACRORREGIAO NORDESTE",1548,2012-05-01
"580","GO","5206","MACRORREGIAO SUDOESTE",838,2012-05-01
"581","GO","5206","MACRORREGIAO SUDOESTE",777,2012-04-01
"582","GO","5209","MACRORREGIAO CENTRO-NORTE",1244,2012-04-01
"583","GO","5208","MACRORREGIAO CENTRO-OESTE",2641,2012-04-01
"584","GO","5207","MACRORREGIAO NORDESTE",1526,2012-04-01
"585","GO","5210","MACRORREGIAO CENTRO SUDESTE",1688,2012-04-01
"586","GO","5206","MACRORREGIAO SUDOESTE",825,2012-03-01
"587","GO","5207","MACRORREGIAO NORDESTE",1693,2012-03-01
"588","GO","5210","MACRORREGIAO CENTRO SUDESTE",1776,2012-03-01
"589","GO","5208","MACRORREGIAO CENTRO-OESTE",2835,2012-03-01
"590","GO","5209","MACRORREGIAO CENTRO-NORTE",1375,2012-03-01
"591","GO","5209","MACRORREGIAO CENTRO-NORTE",1135,2012-02-01
"592","GO","5210","MACRORREGIAO CENTRO SUDESTE",1576,2012-02-01
"593","GO","5206","MACRORREGIAO SUDOESTE",688,2012-02-01
"594","GO","5207","MACRORREGIAO NORDESTE",1557,2012-02-01
"595","GO","5208","MACRORREGIAO CENTRO-OESTE",2592,2012-02-01
"596","GO","5208","MACRORREGIAO CENTRO-OESTE",2483,2012-01-01
"597","GO","5210","MACRORREGIAO CENTRO SUDESTE",1558,2012-01-01
"598","GO","5207","MACRORREGIAO NORDESTE",1514,2012-01-01
"599","GO","5209","MACRORREGIAO CENTRO-NORTE",1251,2012-01-01
"600","GO","5206","MACRORREGIAO SUDOESTE",735,2012-01-01
"601","GO","5206","MACRORREGIAO SUDOESTE",691,2011-12-01
"602","GO","5208","MACRORREGIAO CENTRO-OESTE",2313,2011-12-01
"603","GO","5210","MACRORREGIAO CENTRO SUDESTE",1481,2011-12-01
"604","GO","5209","MACRORREGIAO CENTRO-NORTE",1111,2011-12-01
"605","GO","5207","MACRORREGIAO NORDESTE",1424,2011-12-01
"606","GO","5210","MACRORREGIAO CENTRO SUDESTE",1368,2011-11-01
"607","GO","5206","MACRORREGIAO SUDOESTE",644,2011-11-01
"608","GO","5209","MACRORREGIAO CENTRO-NORTE",1070,2011-11-01
"609","GO","5207","MACRORREGIAO NORDESTE",1473,2011-11-01
"610","GO","5208","MACRORREGIAO CENTRO-OESTE",2387,2011-11-01
"611","GO","5207","MACRORREGIAO NORDESTE",1429,2011-10-01
"612","GO","5208","MACRORREGIAO CENTRO-OESTE",2461,2011-10-01
"613","GO","5210","MACRORREGIAO CENTRO SUDESTE",1471,2011-10-01
"614","GO","5206","MACRORREGIAO SUDOESTE",652,2011-10-01
"615","GO","5209","MACRORREGIAO CENTRO-NORTE",1099,2011-10-01
"616","GO","5209","MACRORREGIAO CENTRO-NORTE",1154,2011-09-01
"617","GO","5210","MACRORREGIAO CENTRO SUDESTE",1436,2011-09-01
"618","GO","5207","MACRORREGIAO NORDESTE",1422,2011-09-01
"619","GO","5206","MACRORREGIAO SUDOESTE",651,2011-09-01
"620","GO","5208","MACRORREGIAO CENTRO-OESTE",2418,2011-09-01
"621","GO","5207","MACRORREGIAO NORDESTE",1504,2011-08-01
"622","GO","5210","MACRORREGIAO CENTRO SUDESTE",1530,2011-08-01
"623","GO","5208","MACRORREGIAO CENTRO-OESTE",2443,2011-08-01
"624","GO","5209","MACRORREGIAO CENTRO-NORTE",1192,2011-08-01
"625","GO","5206","MACRORREGIAO SUDOESTE",711,2011-08-01
"626","GO","5208","MACRORREGIAO CENTRO-OESTE",2364,2011-07-01
"627","GO","5206","MACRORREGIAO SUDOESTE",744,2011-07-01
"628","GO","5207","MACRORREGIAO NORDESTE",1565,2011-07-01
"629","GO","5209","MACRORREGIAO CENTRO-NORTE",1212,2011-07-01
"630","GO","5210","MACRORREGIAO CENTRO SUDESTE",1493,2011-07-01
"631","GO","5206","MACRORREGIAO SUDOESTE",716,2011-06-01
"632","GO","5207","MACRORREGIAO NORDESTE",1526,2011-06-01
"633","GO","5209","MACRORREGIAO CENTRO-NORTE",1217,2011-06-01
"634","GO","5210","MACRORREGIAO CENTRO SUDESTE",1606,2011-06-01
"635","GO","5208","MACRORREGIAO CENTRO-OESTE",2471,2011-06-01
"636","GO","5208","MACRORREGIAO CENTRO-OESTE",2690,2011-05-01
"637","GO","5209","MACRORREGIAO CENTRO-NORTE",1190,2011-05-01
"638","GO","5207","MACRORREGIAO NORDESTE",1595,2011-05-01
"639","GO","5210","MACRORREGIAO CENTRO SUDESTE",1609,2011-05-01
"640","GO","5206","MACRORREGIAO SUDOESTE",799,2011-05-01
"641","GO","5206","MACRORREGIAO SUDOESTE",794,2011-04-01
"642","GO","5210","MACRORREGIAO CENTRO SUDESTE",1670,2011-04-01
"643","GO","5207","MACRORREGIAO NORDESTE",1617,2011-04-01
"644","GO","5208","MACRORREGIAO CENTRO-OESTE",2743,2011-04-01
"645","GO","5209","MACRORREGIAO CENTRO-NORTE",980,2011-04-01
"646","GO","5206","MACRORREGIAO SUDOESTE",842,2011-03-01
"647","GO","5210","MACRORREGIAO CENTRO SUDESTE",1820,2011-03-01
"648","GO","5207","MACRORREGIAO NORDESTE",1671,2011-03-01
"649","GO","5209","MACRORREGIAO CENTRO-NORTE",1360,2011-03-01
"650","GO","5208","MACRORREGIAO CENTRO-OESTE",2837,2011-03-01
"651","GO","5206","MACRORREGIAO SUDOESTE",685,2011-02-01
"652","GO","5207","MACRORREGIAO NORDESTE",1379,2011-02-01
"653","GO","5209","MACRORREGIAO CENTRO-NORTE",1186,2011-02-01
"654","GO","5208","MACRORREGIAO CENTRO-OESTE",2463,2011-02-01
"655","GO","5210","MACRORREGIAO CENTRO SUDESTE",1598,2011-02-01
"656","GO","5208","MACRORREGIAO CENTRO-OESTE",2673,2011-01-01
"657","GO","5206","MACRORREGIAO SUDOESTE",692,2011-01-01
"658","GO","5210","MACRORREGIAO CENTRO SUDESTE",1634,2011-01-01
"659","GO","5209","MACRORREGIAO CENTRO-NORTE",1200,2011-01-01
"660","GO","5207","MACRORREGIAO NORDESTE",1560,2011-01-01
"661","GO","5207","MACRORREGIAO NORDESTE",1413,2010-12-01
"662","GO","5209","MACRORREGIAO CENTRO-NORTE",1173,2010-12-01
"663","GO","5210","MACRORREGIAO CENTRO SUDESTE",1462,2010-12-01
"664","GO","5208","MACRORREGIAO CENTRO-OESTE",2331,2010-12-01
"665","GO","5206","MACRORREGIAO SUDOESTE",736,2010-12-01
"666","GO","5206","MACRORREGIAO SUDOESTE",673,2010-11-01
"667","GO","5209","MACRORREGIAO CENTRO-NORTE",1103,2010-11-01
"668","GO","5210","MACRORREGIAO CENTRO SUDESTE",1411,2010-11-01
"669","GO","5207","MACRORREGIAO NORDESTE",1391,2010-11-01
"670","GO","5208","MACRORREGIAO CENTRO-OESTE",2200,2010-11-01
"671","GO","5209","MACRORREGIAO CENTRO-NORTE",1178,2010-10-01
"672","GO","5206","MACRORREGIAO SUDOESTE",687,2010-10-01
"673","GO","5210","MACRORREGIAO CENTRO SUDESTE",1516,2010-10-01
"674","GO","5208","MACRORREGIAO CENTRO-OESTE",2343,2010-10-01
"675","GO","5207","MACRORREGIAO NORDESTE",1446,2010-10-01
"676","GO","5209","MACRORREGIAO CENTRO-NORTE",1161,2010-09-01
"677","GO","5206","MACRORREGIAO SUDOESTE",710,2010-09-01
"678","GO","5207","MACRORREGIAO NORDESTE",1427,2010-09-01
"679","GO","5208","MACRORREGIAO CENTRO-OESTE",2441,2010-09-01
"680","GO","5210","MACRORREGIAO CENTRO SUDESTE",1625,2010-09-01
"681","GO","5210","MACRORREGIAO CENTRO SUDESTE",1412,2010-08-01
"682","GO","5208","MACRORREGIAO CENTRO-OESTE",2362,2010-08-01
"683","GO","5207","MACRORREGIAO NORDESTE",1388,2010-08-01
"684","GO","5206","MACRORREGIAO SUDOESTE",648,2010-08-01
"685","GO","5209","MACRORREGIAO CENTRO-NORTE",1178,2010-08-01
"686","GO","5207","MACRORREGIAO NORDESTE",1446,2010-07-01
"687","GO","5206","MACRORREGIAO SUDOESTE",755,2010-07-01
"688","GO","5210","MACRORREGIAO CENTRO SUDESTE",1494,2010-07-01
"689","GO","5209","MACRORREGIAO CENTRO-NORTE",1166,2010-07-01
"690","GO","5208","MACRORREGIAO CENTRO-OESTE",2415,2010-07-01
"691","GO","5210","MACRORREGIAO CENTRO SUDESTE",1505,2010-06-01
"692","GO","5209","MACRORREGIAO CENTRO-NORTE",1167,2010-06-01
"693","GO","5207","MACRORREGIAO NORDESTE",1386,2010-06-01
"694","GO","5206","MACRORREGIAO SUDOESTE",691,2010-06-01
"695","GO","5208","MACRORREGIAO CENTRO-OESTE",2369,2010-06-01
"696","GO","5207","MACRORREGIAO NORDESTE",1469,2010-05-01
"697","GO","5208","MACRORREGIAO CENTRO-OESTE",2543,2010-05-01
"698","GO","5209","MACRORREGIAO CENTRO-NORTE",1169,2010-05-01
"699","GO","5206","MACRORREGIAO SUDOESTE",735,2010-05-01
"700","GO","5210","MACRORREGIAO CENTRO SUDESTE",1554,2010-05-01
"701","GO","5206","MACRORREGIAO SUDOESTE",812,2010-04-01
"702","GO","5210","MACRORREGIAO CENTRO SUDESTE",1598,2010-04-01
"703","GO","5208","MACRORREGIAO CENTRO-OESTE",2515,2010-04-01
"704","GO","5209","MACRORREGIAO CENTRO-NORTE",1248,2010-04-01
"705","GO","5207","MACRORREGIAO NORDESTE",1504,2010-04-01
"706","GO","5207","MACRORREGIAO NORDESTE",1583,2010-03-01
"707","GO","5206","MACRORREGIAO SUDOESTE",818,2010-03-01
"708","GO","5209","MACRORREGIAO CENTRO-NORTE",1358,2010-03-01
"709","GO","5208","MACRORREGIAO CENTRO-OESTE",2774,2010-03-01
"710","GO","5210","MACRORREGIAO CENTRO SUDESTE",1710,2010-03-01
"711","GO","5206","MACRORREGIAO SUDOESTE",733,2010-02-01
"712","GO","5207","MACRORREGIAO NORDESTE",1326,2010-02-01
"713","GO","5208","MACRORREGIAO CENTRO-OESTE",2419,2010-02-01
"714","GO","5210","MACRORREGIAO CENTRO SUDESTE",1427,2010-02-01
"715","GO","5209","MACRORREGIAO CENTRO-NORTE",1121,2010-02-01
"716","GO","5210","MACRORREGIAO CENTRO SUDESTE",1533,2010-01-01
"717","GO","5207","MACRORREGIAO NORDESTE",1437,2010-01-01
"718","GO","5209","MACRORREGIAO CENTRO-NORTE",1166,2010-01-01
"719","GO","5208","MACRORREGIAO CENTRO-OESTE",2409,2010-01-01
"720","GO","5206","MACRORREGIAO SUDOESTE",697,2010-01-01
"721","GO","5206","MACRORREGIAO SUDOESTE",642,2009-12-01
"722","GO","5208","MACRORREGIAO CENTRO-OESTE",2395,2009-12-01
"723","GO","5210","MACRORREGIAO CENTRO SUDESTE",1516,2009-12-01
"724","GO","5207","MACRORREGIAO NORDESTE",1334,2009-12-01
"725","GO","5209","MACRORREGIAO CENTRO-NORTE",1182,2009-12-01
"726","GO","5208","MACRORREGIAO CENTRO-OESTE",2266,2009-11-01
"727","GO","5206","MACRORREGIAO SUDOESTE",622,2009-11-01
"728","GO","5210","MACRORREGIAO CENTRO SUDESTE",1471,2009-11-01
"729","GO","5207","MACRORREGIAO NORDESTE",1377,2009-11-01
"730","GO","5209","MACRORREGIAO CENTRO-NORTE",1164,2009-11-01
"731","GO","5207","MACRORREGIAO NORDESTE",1409,2009-10-01
"732","GO","5209","MACRORREGIAO CENTRO-NORTE",1232,2009-10-01
"733","GO","5208","MACRORREGIAO CENTRO-OESTE",2376,2009-10-01
"734","GO","5206","MACRORREGIAO SUDOESTE",711,2009-10-01
"735","GO","5210","MACRORREGIAO CENTRO SUDESTE",1573,2009-10-01
"736","GO","5208","MACRORREGIAO CENTRO-OESTE",2506,2009-09-01
"737","GO","5207","MACRORREGIAO NORDESTE",1443,2009-09-01
"738","GO","5209","MACRORREGIAO CENTRO-NORTE",1236,2009-09-01
"739","GO","5206","MACRORREGIAO SUDOESTE",712,2009-09-01
"740","GO","5210","MACRORREGIAO CENTRO SUDESTE",1544,2009-09-01
"741","GO","5208","MACRORREGIAO CENTRO-OESTE",2318,2009-08-01
